maxArea,ellipse_similarity_ratio,noPeaks,power46,bspecEn12h8,bspecEn22h8,totalBic2h8,bicEn12h8,Class
12.0,0.869685044979615,1.0,99.3438827309412,3.47531959778621,3.0787056222731,10.1944207284506,3.38294257825304,1.0
19.0,0.627443434147089,1.0,99.6672401966553,4.17767745738811,3.82534653206594,18.7108592603178,5.29487744639722,1.0
12.0,0.837391032587605,1.0,99.219321717632,3.58651161491378,3.07217684061286,23.952055456935,5.21831759712953,1.0
12.0,0.823379877885969,1.0,100.0,3.09000820419252,2.83373057629504,30.4497265816865,5.24975912139926,1.0
12.0,0.416116731904778,1.0,100.0,4.69651459548683,4.2983189291402,23.0653575937098,4.96278134651311,1.0
12.0,0.84013630254824,1.0,100.0,3.32869667868847,2.9249696751283,27.551819313138,4.69902520244042,1.0
42.5,0.337490365651384,0.0,54.7263247262373,6.44719752420439,6.18886944122783,52.1714101708563,6.15805037748264,0.0
25.5,0.467843755663433,1.0,45.2339004271308,6.31097047002278,6.04559380991282,157.895482838991,6.19883657974182,0.0
99.5,0.35995097342628,0.0,12.7406781764151,6.06022133144462,5.82568341850572,176.292473599782,6.0943847538697,0.0
71.0,0.617304636424277,1.0,27.9355418119035,6.36433370096961,5.9576123681149,679.147145803678,6.53805266244118,0.0
68.0,0.346681938997383,1.0,54.2334444328903,6.05327885406426,5.63415237859704,300.767539511701,6.17303039490956,0.0
25.0,0.320761887472789,0.0,50.3434861080264,6.34410072581311,6.14673853161211,69.7666021737287,6.18755483058915,0.0
25.0,0.356695861583599,1.0,35.647570808637,6.11193449497758,5.72654173296414,172.541492274373,6.20235311828375,0.0
31.0,0.299339633521123,0.0,99.7574089675571,4.13900396485799,3.85352285664659,26.7309928335401,5.38772308112502,1.0
